company_name,ticker,naics,gvkey
LOEWS CORP,L,524126,6781
RANGE RESOURCES CORP,RRC,2111,6788
FIRST ACCEPTANCE CORP,FACO,524126,6791
FIRST ACCEPTANCE CORP,FACO,524126,6791
LOUISIANA-PACIFIC CORP,LPX,321219,6821
ENTERGY LOUISIANA LLC,ETR2,2211,6823
LOWE'S COS INC,LOW,444110,6829
LUBYS INC,LUB,722514,6831
LYDALL INC,LDL,336390,6845
LGL GROUP INC,LGL,334419,6848
MDC HOLDINGS INC,MDC,236117,6865
MDU RESOURCES GROUP INC,MDU,221210,6867
MTS SYSTEMS CORP,MTSC,334519,6900
NORTH AMERICAN PALLADIUM,PALDF,212299,6930
MGE ENERGY INC,MGEE,22111,6932
MAGNA INTERNATIONAL INC,MGA,336390,6946
MAKITA CORP,MKTAY,333991,6972
MANITOWOC CO,MTW,333923,6994
MARATHON OIL CORP,MRO,2111,7017
MARCUS CORP,MCS,512131,7022
MARINE PETROLEUM TRUST,MARPS,533110,7034
HOST HOTELS & RESORTS INC,HST,531120,7063
HOST HOTELS & RESORTS INC,HST,531120,7063
MARSH & MCLENNAN COS,MMC,524210,7065
MASCO CORP,MAS,332913,7085
CCUR HOLDINGS INC,CCUR,531,7092
IMMUNE THERAPEUTICS INC,IMUN,325414,7095
PANASONIC CORP,PCRFY,335,7114
MATTEL INC,MAT,339930,7116
MAUI LAND & PINEAPPLE CO,MLP,237210,7117
MAUI LAND & PINEAPPLE CO,MLP,237210,7117
MAXWELL TECHNOLOGIES INC,MXWL,335311,7124
MAYS (J.W.) INC,MAYS,531120,7138
MCCORMICK & CO INC,MKC,311942,7146
MCDERMOTT INTL INC,MDR,541330,7152
MCDONALD'S CORP,MCD,722513,7154
MCGRATH RENTCORP,MGRC,532420,7161
S&P GLOBAL INC,SPGI,561450,7163
MCKESSON CORP,MCK,424210,7171
MCRAE INDUSTRIES  -CL A,MCRAA,31621,7179
MECHANICAL TECHNOLOGY INC,MKTY,334519,7183
GENCOR INDUSTRIES INC,GENC,333994,7185
MEDTRONIC PLC,MDT,334510,7228
PASSUR AEROSPACE INC,PSSR,511210,7232
CVS HEALTH CORP,CVS,446110,7241
MERCK & CO,MRK,325412,7257
MEREDITH CORP,MDP,511120,7260
MESA LABORATORIES INC,MLAB,334513,7275
MESA ROYALTY TRUST,MTR,533110,7277
MESABI TRUST,MSB,523910,7279
METHODE ELECTRONICS INC,MEI,334417,7291
EVI INDUSTRIES INC,EVI,423850,7295
METROPOLITAN EDISON,GPU1,22111,7302
MEXCO ENERGY CORP,MXC,211120,7309
SIEBERT FINANCIAL CORP,SIEB,523120,7315
MICHAELS COS INC,MIK,451120,7316
MICRON TECHNOLOGY INC,MU,334413,7343
MICROPAC INDUSTRIES INC,MPAD,334413,7344
MICROWAVE FILTER CO INC,MFCO,334220,7350
SYSTEM ENERGY RESOURCES INC,ETR6,221113,7365
ENTERGY CORP,ETR,22111,7366
MIDDLESEX WATER CO,MSEX,221310,7368
MIKROS SYSTEMS CORP,MKRS,334519,7389
MILLER (HERMAN) INC,MLHR,3372,7401
MILLER INDUSTRIES INC,MLLS,531120,7402
MSA SAFETY INC,MSA,339113,7420
EXCO RESOURCES INC,EXCE,211130,7422
3M CO,MMM,322220,7435
ALLETE INC,ALE,221111,7437
ENTERGY MISSISSSIPPI,ETR4,2211,7449
MISSISSIPPI POWER CO,SO4,22111,7450
MITSUI & CO LTD,MITSY,42,7471
MODINE MANUFACTURING CO,MOD,336390,7486
MONARCH CEMENT CO,MCEM,327310,7512
MONMOUTH RE INVESTMENT CP,MNR,531120,7525
MONMOUTH RE INVESTMENT CP,MNR,531120,7525
QUIDEL CORP,QDEL,325413,7526
MONONGAHELA POWER,AYE1,2211,7533
MOOG INC  -CL A,MOG.A,336413,7549
MOTOROLA SOLUTIONS INC,MSI,334220,7585
MURPHY OIL CORP,MUR,2111,7620
INTERGROUP CORP,INTG,721110,7632
MYERS INDUSTRIES INC,MYE,326199,7636
MYLAN NV,MYL,325412,7637
BANK OF AMERICA CORP,BAC,522110,7647
BANK OF AMERICA CORP,BAC,522110,7647
NCR CORP,NCR,54151,7648
NL INDUSTRIES,NL,332991,7658
BIOMERICA INC,BMRA,325413,7662
NANOMETRICS INC,NANO,334519,7682
NAPCO SECURITY TECH INC,NSSC,334290,7685
NATHAN'S FAMOUS INC,NATH,311612,7696
NATIONAL FUEL GAS CO,NFG,221210,7733
NATIONAL HEALTHCARE CORP,NHC,623311,7741
TENET HEALTHCARE CORP,THC,622110,7750
GP STRATEGIES CORP,GPX,611430,7759
NATIONAL PRESTO INDS INC,NPK,33299,7762
PARA RESOURCES INC,PRSRF,212,7767
NATIONAL RURAL UTIL COOP CP,7252B,522298,7769
HIGH LINER FOODS INC,HLNFF,311710,7770
NATURES SUNSHINE PRODS INC,NATR,325412,7799
CREDITRISKMONITOR.COM INC,CRMZ,561450,7841
NEW JERSEY RESOURCES CORP,NJR,221210,7849
ENTERGY NEW ORLEANS,ETR3,22111,7851
NUVERA COMMUNICATIONS INC,NUVR,517311,7863
NEW YORK TIMES CO  -CL A,NYT,511110,7866
NEWELL BRANDS INC,NWL,3399,7875
NEWMONT GOLDCORP CORP,NEM,212221,7881
NEWPARK RESOURCES,NR,424690,7882
NIKE INC  -CL B,NKE,316210,7906
NIPPON TELEGRAPH & TELEPHONE,NTTYY,517311,7908
NOBILITY HOMES INC,NOBH,321991,7911
NOBLE ENERGY INC,NBL,2111,7912
NOBLE ROMANS INC,NROM,533110,7914
NORDSON CORP,NDSN,333999,7921
NORDSTROM INC,JWN,448140,7922
NORFOLK SOUTHERN CORP,NSC,482111,7923
NACCO INDUSTRIES  -CL A,NC,212111,7938
MOVADO GROUP INC,MOV,334519,7951
NORTH EUROPEAN OIL RTY TR,NRT,533110,7959
NORTH SHORE GAS CO,PGL2,221210,7965
EVERSOURCE ENERGY,ES,2211,7970
NISOURCE INC,NI,221210,7974
XCEL ENERGY INC,XEL,2211,7977
NORTHERN STATES POWER/WI,XEL1,221111,7978
NORTHERN TRUST CORP,NTRS,522110,7982
NORTHERN TRUST CORP,NTRS,522110,7982
NORTHROP GRUMMAN CORP,NOC,334511,7985
TEREX CORP,TEX,333923,7991
NORTHWEST NATURAL HLDNG CO,NWN,221210,7993
NORTHWEST PIPELINE CORP,WMB2,486210,7994
NORTHWESTERN CORP,NWE,22111,8001
WELLS FARGO & CO,WFC,522110,8007
WELLS FARGO & CO,WFC,522110,8007
NOVO NORDISK A/S,NVO,325412,8020
NUCOR CORP,NUE,331110,8030
NEWTEK BUSINESS SERVICES CP,NEWT,523910,8060
OCCIDENTAL PETROLEUM CORP,OXY,2111,8068
OCEAN BIO-CHEM INC,OBCI,325612,8073
OCEANEERING INTERNATIONAL,OII,213112,8079
ITERIS INC,ITI,541330,8087
BRISTOW GROUP INC,BRSWQ,481211,8092
FIRSTENERGY CORP,FE,22111,8099
OHIO POWER,AEP5,2211,8102
OIL DRI CORP AMERICA,ODC,327992,8105
OGE ENERGY CORP,OGE,2211,8113
OLIN CORP,OLN,325180,8123
ONE LIBERTY PROPERTIES INC,OLP,531120,8148
ONE LIBERTY PROPERTIES INC,OLP,531120,8148
ONEOK INC,OKE,221210,8151
ORANGE & ROCKLAND UTILITIES,ED2,22111,8171
ORBIT INTERNATIONAL CORP,ORBT,334511,8176
OTTER TAIL CORP,OTTR,22111,8199
OVERSEAS SHIPHOLDING GROUP,OSG,483111,8210
OWENS & MINOR INC,OMI,423450,8213
OWENS CORNING,OC,327993,8214
OWENS-ILLINOIS INC,OI,327213,8215
OXFORD INDUSTRIES INC,OXM,315,8219
P & F INDUSTRIES  -CL A,PFIN,333991,8229
PNC FINANCIAL SVCS GROUP INC,PNC,522110,8245
PNC FINANCIAL SVCS GROUP INC,PNC,522110,8245
PPG INDUSTRIES INC,PPG,325510,8247
PACCAR INC,PCAR,336120,8253
PG&E CORP,PCG,2211,8264
NEVADA GOLD & CASINOS INC,UWN,713210,8266
SEMPRA ENERGY,SRE,22111,8272
PACIFICORP,MEC2,2211,8290
SALIENT MIDSTREAM & MLP FUND,SMM,525990,8307
PANHANDLE EASTERN PIPE LINE,PEL1,486210,8326
PAR TECHNOLOGY CORP,PAR,334118,8334
PIMCO DYNAMIC INCOME FUND,PDI,525990,8335
PARADISE INC,PARF,311340,8336
PARK AEROSPACE CORP,PKE,334412,8348
PARK OHIO HOLDINGS CORP,PKOH,423710,8350
ELCORA ADVANCED MATERIALS CP,ECORF,212,8356
PARKER DRILLING CO,PKD,213111,8357
PARKER-HANNIFIN CORP,PH,332912,8358
PATRICK INDUSTRIES INC,PATK,321211,8386
GOODRICH PETROLEUM CORP,GDP,211130,8387
PAYCHEX INC,PAYX,541214,8402
AMERICAN FINANCIAL GROUP INC,AFG,524126,8431
AMERICAN FINANCIAL GROUP INC,AFG,524126,8431
PENN VIRGINIA CORP,PVAC,2111,8440
PENNEY (J C) CO,JCP,452210,8446
PENNSYLVANIA ELECTRIC CO,FE4,22111,8450
PPL CORP,PPL,2211,8455
PENNSYLVANIA RE INVS TRUST,PEI,531120,8457
PENNSYLVANIA RE INVS TRUST,PEI,531120,8457
PENTAIR PLC,PNR,333914,8463
PEOPLES GAS LIGHT & COKE CO,PGL3,221210,8471
PEPSICO INC,PEP,31211,8479
TUTOR PERINI CORP,TPC,236220,8486
PERMIAN BASIN ROYALTY TRUST,PBT,533110,8493
PDC ENERGY INC,PDCE,2111,8512
PHI INC,PHIKQ,481211,8515
PFIZER INC,PFE,325412,8530
EXELON CORP,EXC,22111,8539
AQUA AMERICA INC,WTR,221310,8542
ALTRIA GROUP INC,MO,312230,8543
PLDT INC,PHI,517312,8544
KONINKLIJKE PHILIPS NV,PHG,334510,8546
CONOCOPHILLIPS,COP,2111,8549
PVH CORP,PVH,315,8551
PIEDMONT NATURAL GAS CO,DUK1,221210,8577
PIER 1 IMPORTS INC/DE,PIR,442299,8579
SENECA FOODS CORP,SENEA,311421,8582
AGILYSYS INC,AGYS,511210,8599
PIPER JAFFRAY COS,PJC,523120,8605
PIPER JAFFRAY COS,PJC,523120,8605
PITNEY BOWES INC,PBI,333318,8606
POWER REIT,PW,531190,8611
PISMO COAST VILLAGE INC,2638B,721211,8613
PLANTRONICS INC,PLT,334210,8633
KINROSS GOLD CORP,KGC,212221,8644
PROFESSIONAL DIVERSITY NETWK,IPDN,519130,8661
POLYDEX PHARMACEUTICALS LTD,POLXF,325412,8666
POTLATCHDELTIC CORP,PCH,321113,8692
POWELL INDUSTRIES INC,POWL,335313,8699
POWER CORP CANADA,PWCDF,524113,8702
POWER CORP CANADA,PWCDF,524113,8702
PROCTER & GAMBLE CO,PG,325611,8762
PUBLIC SERVICE CO/N H,NU4,22111,8806
PNM RESOURCES INC,PNM,2211,8807
PUBLIC SERVICE CO OF N C,SCG2,221210,8808
PUBLIC SERVICE CO OF OKLA,AEP12,2211,8809
PUBLIC SERVICE ENTRP GRP INC,PEG,22111,8810
PUBLIX SUPER MARKETS INC,PUSH,445110,8815
PUGET ENERGY INC,5495B,2211,8818
PULTEGROUP INC,PHM,236117,8823
PGI INC,PGAI,531390,8824
PURE CYCLE CORP,PCYO,221310,8826
ARGAN INC,AGX,541330,8832
QUAKER CHEMICAL CORP,KWR,324191,8850
NEXTGEN HEALTHCARE INC,NXGN,511210,8858
AMTECH SYSTEMS INC,ASYS,333242,8864
QUANTUM CORP,QMCO,334112,8867
QUEBECOR INC  -CL B,QBCRF,515210,8870
RCM TECHNOLOGIES INC,RCMT,561320,8892
RAYMOND JAMES FINANCIAL CORP,RJF,523120,8898
RAYMOND JAMES FINANCIAL CORP,RJF,523120,8898
RPC INC,RES,213112,8901
RPM INTERNATIONAL INC,RPM,325998,8902
U S LIME & MINERALS,USLM,212312,8947
RAVEN INDUSTRIES INC,RAVN,326113,8958
RAYTHEON CO,RTN,334511,8972
INNSUITES HOSPITALITY TR,IHT,531120,8987
REGAL BELOIT CORP,RBC,335312,9016
REGIS CORP/MN,RGS,812112,9023
REITMANS (CANADA)  -CL A,RTMAF,448120,9034
RELIABILITY INC,RLBY,999990,9048
HSBC USA INC,HBC2,522110,9061
HSBC USA INC,HBC2,522110,9061
AUTONATION INC,AN,441110,9063
RICHARDSON ELECTRONICS LTD,RELL,423690,9125
RICOH CO LTD,RICOY,333316,9135
RISK(GEORGE) INDUSTRIES INC,RSKIA,334290,9154
RITE AID CORP,RAD,446110,9155
RGC RESOURCES INC,RGCO,221210,9171
ROCKWELL AUTOMATION,ROK,335314,9203
ROGERS COMMUNICATIONS  -CL B,RCI,517312,9215
ROGERS CORP,ROG,334412,9216
ROLLINS INC,ROL,561710,9225
ROSS STORES INC,ROST,448140,9248
ROWAN COMPANIES PLC,RDC,213111,9258
ROYAL GOLD INC,RGLD,523910,9273
RYDER SYSTEM INC,R,532120,9299
SEI INVESTMENTS CO,SEIC,523930,9317
SEI INVESTMENTS CO,SEIC,523930,9317
PARAGON TECHNOLOGIES INC,PGNT,423430,9323
SJW GROUP,SJW,221310,9324
PROVECTUS BIOPHARMACEUTICALS,PVCT,325412,9330
SABINE ROYALTY TRUST,SBR,533110,9346
SAFEGUARD SCIENTIFICS INC,SFE,523999,9355
SAN JUAN BASIN ROYALTY TR,SJT,533110,9393
SCHLUMBERGER LTD,SLB,213112,9465
SCHOLASTIC CORP,SCHL,511130,9466
SCIENTIFIC INDUSTRIES INC,SCND,333999,9490
SCOTT'S LIQUID GOLD,SLGD,325620,9521
SEABOARD CORP,SEB,999977,9538
DIGITAL TURBINE INC,APPS,511210,9551
SEALED AIR CORP,SEE,326113,9555
INTRICON CORP,IIN,334510,9590
SEMTECH CORP,SMTC,334413,9599
SERVICE CORP INTERNATIONAL,SCI,812210,9611
SERVOTRONICS INC,SVT,335312,9619
SHAWCOR LTD,SAWLF,332812,9647
SHENANDOAH TELECOMMUN CO,SHEN,517312,9664
SHERWIN-WILLIAMS CO,SHW,325510,9667
SIERRA PACIFIC POWER CO,SRP1,2211,9691
SIFCO INDUSTRIES,SIF,336412,9698
MCEWEN MINING INC,MUX,212221,9728
SMITH (A.O.),AOS,335220,9771
SMUCKER (JM) CO,SJM,311421,9777
SNAP-ON INC,SNA,332216,9778
KEYCORP,KEY,522110,9783
KEYCORP,KEY,522110,9783
SOLITRON DEVICES INC,SODI,334413,9799
SONOCO PRODUCTS CO,SON,322219,9815
SONY CORP,SNE,335,9818
SOUTH CAROLINA ELEC & GAS CO,SCG1,2211,9828
SOUTH JERSEY INDUSTRIES INC,SJI,221210,9831
PIONEER ENERGY SERVICES CORP,PESX,213112,9835
EDISON INTERNATIONAL,EIX,22111,9846
SOUTHERN CALIFORNIA GAS CO,SRE2,221210,9848
AMERICAN STATES WATER CO,AWR,221310,9849
SOUTHERN CO,SO,2211,9850
SOUTHERN NATURAL GAS CO,SNT1,221210,9860
SOUTHWEST AIRLINES,LUV,481111,9882
SOUTHWEST GAS HOLDINGS INC,SWX,221210,9890
AT&T INC,T,517312,9899
SOUTHWESTERN ELECTRIC PWR CO,AEP13,2211,9902
SOUTHWESTERN ENERGY CO,SWN,2111,9904
SOUTHWESTERN PUBLIC SVC CO,NCE2,22111,9906
SPARTAN MOTORS INC,SPAR,336120,9919
SPARTON CORP,SPA,334419,9922
STAAR SURGICAL CO,STAA,339115,9969
STANDARD MOTOR PRODS,SMP,336320,10000
STANDEX INTERNATIONAL CORP,SXI,333415,10008
STANLEY BLACK & DECKER INC,SWK,333991,10016
STARRETT (L.S.) CO  -CL A,SCX,332216,10030
STATE STREET CORP,STT,523920,10035
STATE STREET CORP,STT,523920,10035
STEPAN CO,SCL,325613,10056
PRECIPITATE GOLD CORP,PREIF,212221,10078
STEWART INFORMATION SERVICES,STC,524127,10086
STEWART INFORMATION SERVICES,STC,524127,10086
PUBLIC STORAGE,PSA,531130,10096
PUBLIC STORAGE,PSA,531130,10096
STRYKER CORP,SYK,339113,10115
NAVIENT CORP,NAVI,522298,10121
NAVIENT CORP,NAVI,522298,10121
STURM RUGER & CO INC,RGR,332994,10124
SUMITOMO MITSUI FINANCIAL GR,SMFG,522110,10137
SUMITOMO MITSUI FINANCIAL GR,SMFG,522110,10137
SUNTRUST BANKS INC,STI,522110,10187
SUNTRUST BANKS INC,STI,522110,10187
SUPERVALU INC,SVU,424410,10190
SUPERIOR INDUSTRIES INTL,SUP,336390,10195
SUPERIOR GROUP OF COS INC,SGC,315,10198
SILVERBOW RESOURCES INC,SBOW,211130,10221
TRINITY PLACE HOLDINGS INC,TPHS,531120,10235
SYNALLOY CORP,SYNL,331210,10236
SYSCO CORP,SYY,4244,10247
TDK CORP,TTDKY,3344,10275
TSR INC,TSRI,541511,10305
TAMPA ELECTRIC CO,TE1,221111,10327
TAYLOR DEVICES INC,TAYD,333999,10349
TEAM INC,TISI,541380,10353
TECHNICAL COMMUNICATIONS CP,TCCO,334220,10364
SUNLINK HEALTH SYSTEMS INC,SSY,446110,10380
TECK RESOURCES LTD,TECK,212,10385
TEJON RANCH CO,TRC,111335,10390
TEJON RANCH CO,TRC,111335,10390
ALLEGHENY TECHNOLOGIES INC,ATI,331491,10405
TELEFLEX INC,TFX,339112,10407
TELEPHONE & DATA SYSTEMS INC,TDS,517312,10411
TENNANT CO,TNC,333318,10441
TENNECO INC,TEN,336390,10443
TENNESSEE VALLEY AUTHORITY,3015A,221111,10447
TERADYNE INC,TER,334515,10453
AVIVAGEN INC,CHEXF,325414,10469
ALPHACLONE ALTERNATIVE ALPHA,ALFA,525910,10470
ETERNITY HEALTHCARE INC,ETAH,621991,10476
TREZ CAPITAL MORTGAGE INVST,TZZ.,523999,10478
UNITED AIRLINES INC,UAL2,48111,10484
TEXAS INSTRUMENTS INC,TXN,334413,10499
TEXAS NEW MEXICO POWER CO,PNM2,221111,10502
TEXAS PACIFIC LAND TRUST,TPL,533110,10504
TEXTRON INC,TXT,336411,10519
THERMO FISHER SCIENTIFIC INC,TMO,334516,10530
THOR INDUSTRIES INC,THO,336214,10549
TIDEWATER INC,TDW,488390,10565
SIX FLAGS ENTERTAINMENT CORP,SIX,713110,10567
GLOBAL X GURU INDEX ETF,GURU,525910,10575
TIMKEN CO,TKR,332991,10581
TOFUTTI BRANDS INC,TOFB,311520,10598
TOLEDO EDISON CO,FE3,2211,10601
TOOTSIE ROLL INDUSTRIES INC,TR,311340,10609
GLOBE LIFE INC,GL,524113,10614
GLOBE LIFE INC,GL,524113,10614
TORO CO,TTC,333111,10618
TOROTEL INC,TTLO,334416,10619
TOSHIBA CORP,TOSYY,335,10622
TOTAL SYSTEM SERVICES INC,TSS,522320,10631
TRANS-LUX CORP,TNLX,339950,10658
TC ENERGY CORP,TRP,486210,10671
TRANSCONTINENTAL GAS PIPE LN,E1,486210,10678
TRANSCAT INC,TRNS,423830,10685
TRIBUNE MEDIA CO,TRCO,515120,10726
TRINITY INDUSTRIES,TRN,336510,10735
TRIO-TECH INTERNATIONAL,TRT,333242,10740
VOLITIONRX LTD,VNRX,325413,10761
TWIN DISC INC,TWIN,333613,10777
TYLER TECHNOLOGIES INC,TYL,541512,10789
TYSON FOODS INC  -CL A,TSN,311611,10793
UNITED AIRLINES HOLDINGS INC,UAL,481111,10795
UGI CORP,UGI,221210,10801
USG CORP,USG,327420,10816
UNICO AMERICAN CORP,UNAM,524126,10832
UNIFI INC,UFI,313110,10839
UNIFIRST CORP,UNF,315,10840
UNILEVER PLC,UL,3256,10845
UNILEVER NV,UN,3256,10846
UNILEVER GROUP (GBP),UNUL.CM,3256,10853
UNION CARBIDE CORP,DOW2,325199,10857
AMEREN CORP,AEE,2211,10860
DUKE ENERGY KENTUCKY,DUK7,2211,10863
UNION PACIFIC CORP,UNP,482111,10867
UNIT CORP,UNT,2111,10877
UDR INC,UDR,531110,10894
UDR INC,UDR,531110,10894
UNITED-GUARDIAN INC,UG,325412,10902
UNITEDHEALTH GROUP INC,UNH,524114,10903
UNITEDHEALTH GROUP INC,UNH,524114,10903
UMB FINANCIAL CORP,UMBF,522110,10916
UMB FINANCIAL CORP,UMBF,522110,10916
UMH PROPERTIES INC,UMH,531110,10917
UMH PROPERTIES INC,UMH,531110,10917
UNITED PARCEL SERVICE INC,UPS,492110,10920
U S ANTIMONY CORP,UAMY,331410,10930
U S ENERGY CORP/WY,USEG,211111,10938
U S ENERGY CORP/WY,USEG,211111,10938
UNITED TECHNOLOGIES CORP,UTX,336412,10983
SPRINT CORP,S,517312,10984
SCIENTIFIC GAMES CORP,SGMS,334118,10991
UNITIL CORP,UTL,22111,10999
SENSIENT TECHNOLOGIES CORP,SXT,325199,11012
UNIVERSAL CORP/VA,UVV,424590,11017
UNIVERSAL SECURITY INSTRUMNT,UUU,334290,11027
UNIVERSAL HEALTH SVCS INC,UHS,622110,11032
UTAH MEDICAL PRODUCTS INC,UTMD,334510,11051
VSE CORP,VSEC,541330,11065
VALMONT INDUSTRIES INC,VMI,332312,11094
VALUE LINE INC,VALU,511199,11099
VALUE LINE INC,VALU,511199,11099
VARIAN MEDICAL SYSTEMS INC,VAR,334510,11115
VEECO INSTRUMENTS INC,VECO,333242,11124
VICON INDUSTRIES INC,VCON,334290,11161
VIDEO DISPLAY CORP,VIDE,334419,11169
VILLAGE SUPER MARKET  -CL A,VLGEA,445110,11178
VIRCO MFG. CORP,VIRC,337127,11185
VIRGINIA ELECTRIC & POWER CO,D1,2211,11188
VISHAY INTERTECHNOLOGY INC,VSH,334416,11191
VOLT INFO SCIENCES INC,VOLT,561320,11213
VOLVO AB,VLVLY,336120,11217
VORNADO REALTY TRUST,VNO,531120,11220
VORNADO REALTY TRUST,VNO,531120,11220
VULCAN MATERIALS CO,VMC,212319,11228
WD-40 CO,WDFC,325998,11234
WAJAX CORP,WJXFF,423820,11258
WALMART INC,WMT,452319,11259
WALGREENS BOOTS ALLIANCE INC,WBA,446110,11264
GRAHAM HOLDINGS CO,GHC,611691,11300
WASHINGTON REIT,WRE,531120,11301
WASHINGTON REIT,WRE,531120,11301
AVISTA CORP,AVA,2211,11304
WATSCO INC,WSO,423730,11313
WEINGARTEN REALTY INVST,WRI,531120,11340
WEINGARTEN REALTY INVST,WRI,531120,11340
WEIS MARKETS INC,WMK,445110,11343
NEW CONCEPT ENERGY INC,GBR,211120,11372
WEST PHARMACEUTICAL SVSC INC,WST,326299,11376
WESTERN DIGITAL CORP,WDC,334112,11399
WESTON (GEORGE) LTD,WNGRF,445110,11443
WEYCO GROUP INC,WEYS,424340,11455
WEYERHAEUSER CO,WY,321,11456
WHIRLPOOL CORP,WHR,3352,11465
WILEY (JOHN) & SONS  -CL A,JW.A,511120,11499
WILLIAMS COS INC,WMB,486210,11506
WILLIAMS-SONOMA INC,WSM,454110,11511
WINNEBAGO INDUSTRIES,WGO,336214,11537
J. ALEXANDER'S HOLDINGS INC,JAX,722511,11538
WEC ENERGY GROUP INC,WEC,2211,11550
ALLIANT ENERGY CORP,LNT,22111,11554
INTEGRYS HOLDING INC,WEC3,2211,11555
WOLVERINE WORLD WIDE,WWW,3162,11566
WOODWARD INC,WWD,335314,11580
FOOT LOCKER INC,FL,448210,11584
WORTHINGTON INDUSTRIES,WOR,331221,11600
IFABRIC CORP,IFABF,315,11632
XEROX HOLDINGS CORP,XRX,333316,11636
KEY ENERGY SERVICES INC,KEG,213111,11644
YRC WORLDWIDE INC,YRCW,484122,11649
YORK WATER CO,YORW,221310,11657
SPECTRUM BRND HLDG INC,SPB,332510,11670
TJX COS INC (THE),TJX,448140,11672
ZIONS BANCORPORATION NA,ZION,522110,11687
ZIONS BANCORPORATION NA,ZION,522110,11687
FLUX POWER HOLDINGS INC,FLUX,335911,11703
OSHKOSH CORP,OSK,336120,11721
WHITE MTNS INS GROUP LTD,WTM,524126,11729
WHITE MTNS INS GROUP LTD,WTM,524126,11729
YIELDSHARES HIGH INCOME ETF,YYY,525910,11735
US-CHINA BIOMEDICAL TECH INC,UCBB,62199,11739
QUALYS INC,QLYS,511210,11745
SKF AB,SKFRY,332991,11749
ALEXANDER & BALDWIN INC,ALEX,5311,11756
STIFEL FINANCIAL CORP,SF,523120,11770
STIFEL FINANCIAL CORP,SF,523120,11770
MCCHIP RESOURCES INC,MCCHF,2111,11779
ENCANA CORP,ECA,2111,11781
LCI INDUSTRIES,LCII,336211,11796
CAS MEDICAL SYSTEMS INC,CASM,334510,11805
HENRY (JACK) & ASSOCIATES,JKHY,541512,11811
ASSOCIATED BANC-CORP,ASB,522110,11842
ASSOCIATED BANC-CORP,ASB,522110,11842
NMI HOLDINGS INC,NMIH,524126,11854
NMI HOLDINGS INC,NMIH,524126,11854
BB&T CORP,BBT,522110,11856
BB&T CORP,BBT,522110,11856
VALLEY NATIONAL BANCORP,VLY,522110,11861
VALLEY NATIONAL BANCORP,VLY,522110,11861
ARK RESTAURANTS CORP,ARKR,722511,11872
BLUEGREEN VACATNS CORP,BXG,721199,11877
PROPANC BIOPHARMA INC,PPCB,325414,11885
SPDR ICE BOFAML BROAD HG YLD,SPHY,,11890
FIRST MIDWEST BANCORP INC,FMBI,522110,11896
FIRST MIDWEST BANCORP INC,FMBI,522110,11896
WUNONG ASIA PACIFIC CO,AITA,999990,11905
STRATEGY SHRS ECOLOGICAL STR,HECO,525990,11918
NATURAL GROCERS VITAMIN CTGE,NGVC,446191,11922
ANADARKO PETROLEUM CORP,APC,2111,11923
NOBLE CORP PLC,NE,213111,11925
ACURA PHARMACEUTICALS INC,ACUR,325412,11929
CCA INDUSTRIES INC,CAWW,325620,11930
TUESDAY MORNING CORP,TUES,452319,11944
ROCKY MOUNTAIN CHOC FACT INC,RMCF,311352,11976
FIRST TRUST N AMER ENRG INFR,EMLP,525910,11983
INTELSAT SA,I,517919,12010
PROSHARES SHORT EURO,EUFX,525910,12020
MICHAEL JAMES ENTERPRISES,MJTV,325412,12031
ALPS SECTOR DIVIDEND DOGS,SDOG,525910,12033
RBB BANCORP,RBB,522110,12035
RBB BANCORP,RBB,522110,12035
GLADSTONE LAND CORP,LAND,531190,12081
ALTEX INDUSTRIES INC,ALTX,2111,12088
DGSE COS INC,DGSE,453998,12096
BIG LOTS INC,BIG,452319,12123
MORGAN STANLEY,MS,523110,12124
MORGAN STANLEY,MS,523110,12124
PRICE (T. ROWE) GROUP,TROW,523930,12138
PRICE (T. ROWE) GROUP,TROW,523930,12138
NATIONAL RETAIL PROPERTIES,NNN,525990,12140
NATIONAL RETAIL PROPERTIES,NNN,525990,12140
MICROSOFT CORP,MSFT,511210,12141
ORACLE CORP,ORCL,519130,12142
COTY INC,COTY,325620,12151
TECH DATA CORP,TECD,423430,12171
REPLIGEN CORP,RGEN,325414,12181
CALFRAC WELL SERVICES LTD,CFWFF,213111,12198
CYPRESS SEMICONDUCTOR CORP,CY,334413,12215
SIGMA DESIGNS INC,SIGM,334413,12234
AMAG PHARMACEUTICALS INC,AMAG,325412,12250
XOMA CORP,XOMA,325414,12252
ASTEC INDUSTRIES INC,ASTE,333120,12262
WERNER ENTERPRISES INC,WERN,484121,12266
MPLX LP,MPLX,486110,12294
DLH HOLDINGS CORP,DLHC,621999,12304
BNSF RAILWAY CO,BNI1,482111,12312
EUROSITE POWER INC,EUSP,221118,12320
VISTA GOLD CORP,VGZ,212221,12321
SCA-SVENSKA CELLULOSA AB,SVCBY,321,12368
RESEARCH FRONTIERS INC,REFR,541715,12377
AMERICAN WOODMARK CORP,AMWD,337110,12379
NORSK HYDRO ASA,NHYDY,331318,12383
ROYAL DUTCH SHELL PLC,RDS.A,324110,12384
HARLEY-DAVIDSON INC,HOG,336991,12389
SKYWEST INC,SKYW,481111,12392
TOLL BROTHERS INC,TOL,236117,12395
FREDS INC,FREDQ,452319,12403
U S GLOBAL INVESTORS INC,GROW,523920,12407
